,reportDate,ZCTA5CE10,cases,total_tested,pop
1194,2021-07-14T00:00:00,62807,104,1124,768
1195,2021-07-14T00:00:00,62808,158,1513,1490
1196,2021-07-14T00:00:00,62809,35,300,150
1197,2021-07-14T00:00:00,62810,106,784,908
1198,2021-07-14T00:00:00,62811,27,214,290
1199,2021-07-14T00:00:00,62812,1401,19904,10881
1200,2021-07-14T00:00:00,62814,166,1978,2046
1201,2021-07-14T00:00:00,62815,33,309,284
1202,2021-07-14T00:00:00,62816,121,1071,1276
1203,2021-07-14T00:00:00,62817,47,503,433
1204,2021-07-14T00:00:00,62818,33,356,251
1205,2021-07-14T00:00:00,62819,57,595,382
1206,2021-07-14T00:00:00,62820,18,173,183
1207,2021-07-14T00:00:00,62821,998,17677,7145
1208,2021-07-14T00:00:00,62822,295,3915,2960
1209,2021-07-14T00:00:00,62823,183,2477,1681
1210,2021-07-14T00:00:00,62824,167,2065,1888
1211,2021-07-14T00:00:00,62825,18,319,192
1212,2021-07-14T00:00:00,62827,104,1190,1215
1213,2021-07-14T00:00:00,62828,161,1445,1376
1214,2021-07-14T00:00:00,62830,169,1295,1229
1215,2021-07-14T00:00:00,62831,58,575,383
1216,2021-07-14T00:00:00,62832,1170,15590,8785
1217,2021-07-14T00:00:00,62833,37,242,420
1218,2021-07-14T00:00:00,62835,131,1352,962
1219,2021-07-14T00:00:00,62836,81,867,771
1220,2021-07-14T00:00:00,62837,998,11677,8826
1221,2021-07-14T00:00:00,62838,191,1685,1853
1222,2021-07-14T00:00:00,62839,817,9779,6401
1223,2021-07-14T00:00:00,62841,27,418,150
1224,2021-07-14T00:00:00,62842,84,810,743
1225,2021-07-14T00:00:00,62843,8,76,184
1226,2021-07-14T00:00:00,62844,246,2257,2081
1227,2021-07-14T00:00:00,62846,477,20109,2613
1228,2021-07-14T00:00:00,62848,60,912,692
1229,2021-07-14T00:00:00,62849,204,2327,2085
1230,2021-07-14T00:00:00,62850,17,189,348
1231,2021-07-14T00:00:00,62851,35,289,150
1232,2021-07-14T00:00:00,62852,18,146,57
1233,2021-07-14T00:00:00,62853,106,1410,894
1234,2021-07-14T00:00:00,62854,170,1749,1495
1235,2021-07-14T00:00:00,62856,26,343,373
1236,2021-07-14T00:00:00,62858,335,3141,2713
1237,2021-07-14T00:00:00,62859,583,6863,5683
1238,2021-07-14T00:00:00,62860,41,516,561
1239,2021-07-14T00:00:00,62862,25,241,359
1240,2021-07-14T00:00:00,62863,1249,13364,9611
1241,2021-07-14T00:00:00,62864,2799,31076,23498
1242,2021-07-14T00:00:00,62865,265,2596,1977
1243,2021-07-14T00:00:00,62867,47,493,486
1244,2021-07-14T00:00:00,62868,165,2252,1986
1245,2021-07-14T00:00:00,62869,269,2572,2490
1246,2021-07-14T00:00:00,62870,301,4529,2211
1247,2021-07-14T00:00:00,62871,51,559,698
1248,2021-07-14T00:00:00,62872,117,895,1077
1249,2021-07-14T00:00:00,62874,49,428,426
1250,2021-07-14T00:00:00,62875,166,1867,1110
1251,2021-07-14T00:00:00,62876,25,180,184
1252,2021-07-14T00:00:00,62877,43,558,516
1253,2021-07-14T00:00:00,62878,40,386,483
1254,2021-07-14T00:00:00,62880,97,937,712
1255,2021-07-14T00:00:00,62881,1247,20670,10700
1256,2021-07-14T00:00:00,62882,272,3773,2437
1257,2021-07-14T00:00:00,62883,70,765,828
1258,2021-07-14T00:00:00,62884,367,3575,2637
1259,2021-07-14T00:00:00,62885,108,903,659
1260,2021-07-14T00:00:00,62886,37,387,257
1261,2021-07-14T00:00:00,62887,40,352,497
1262,2021-07-14T00:00:00,62888,180,2248,2070
1263,2021-07-14T00:00:00,62889,96,802,885
1264,2021-07-14T00:00:00,62890,257,3100,2737
1265,2021-07-14T00:00:00,62891,72,723,715
1266,2021-07-14T00:00:00,62892,55,450,377
1267,2021-07-14T00:00:00,62893,105,1456,1054
1268,2021-07-14T00:00:00,62894,122,961,1074
1269,2021-07-14T00:00:00,62895,213,1539,1897
1270,2021-07-14T00:00:00,62896,1435,16298,11971
1271,2021-07-14T00:00:00,62897,58,526,406
1272,2021-07-14T00:00:00,62898,212,1667,2184
1273,2021-07-14T00:00:00,62899,127,1628,1815
1274,2021-07-14T00:00:00,62901,2299,44099,26255
1275,2021-07-14T00:00:00,62902,368,5930,4358
1276,2021-07-14T00:00:00,62903,188,3691,3242
1277,2021-07-14T00:00:00,62905,57,816,560
1278,2021-07-14T00:00:00,62906,1189,23714,6582
1279,2021-07-14T00:00:00,62907,213,3153,2007
1280,2021-07-14T00:00:00,62908,55,534,561
1281,2021-07-14T00:00:00,62910,200,1632,2367
1282,2021-07-14T00:00:00,62912,95,1553,1307
1283,2021-07-14T00:00:00,62914,176,2661,2375
1284,2021-07-14T00:00:00,62915,69,869,431
1285,2021-07-14T00:00:00,62916,98,1567,938
1286,2021-07-14T00:00:00,62917,302,5404,2154
1287,2021-07-14T00:00:00,62918,1245,16377,10177
1288,2021-07-14T00:00:00,62919,80,1263,1060
1289,2021-07-14T00:00:00,62920,392,6631,3219
1290,2021-07-14T00:00:00,62921,32,500,332
1291,2021-07-14T00:00:00,62922,311,3496,2764
1292,2021-07-14T00:00:00,62923,44,782,468
1293,2021-07-14T00:00:00,62924,282,4040,2956
1294,2021-07-14T00:00:00,62926,224,3665,2373
1295,2021-07-14T00:00:00,62927,26,452,369
1296,2021-07-14T00:00:00,62928,15,276,192
1297,2021-07-14T00:00:00,62930,614,8370,5915
1298,2021-07-14T00:00:00,62931,136,1538,1484
1299,2021-07-14T00:00:00,62932,162,2624,1400
1300,2021-07-14T00:00:00,62933,183,3621,1160
1301,2021-07-14T00:00:00,62934,87,1090,720
1302,2021-07-14T00:00:00,62935,226,2656,1994
1303,2021-07-14T00:00:00,62938,229,2975,2994
1304,2021-07-14T00:00:00,62939,378,4767,2936
1305,2021-07-14T00:00:00,62940,28,464,308
1306,2021-07-14T00:00:00,62941,73,702,740
1307,2021-07-14T00:00:00,62942,62,654,624
1308,2021-07-14T00:00:00,62943,56,961,372
1309,2021-07-14T00:00:00,62946,1368,22916,12530
1310,2021-07-14T00:00:00,62947,37,523,522
1311,2021-07-14T00:00:00,62948,1452,23623,13248
1312,2021-07-14T00:00:00,62949,66,1033,731
1313,2021-07-14T00:00:00,62950,27,328,204
1314,2021-07-14T00:00:00,62951,577,6763,4604
1315,2021-07-14T00:00:00,62952,409,6762,3144
1316,2021-07-14T00:00:00,62953,29,356,274
1317,2021-07-14T00:00:00,62954,29,482,456
1318,2021-07-14T00:00:00,62956,100,935,940
1319,2021-07-14T00:00:00,62957,69,662,867
1320,2021-07-14T00:00:00,62958,142,2725,2134
1321,2021-07-14T00:00:00,62959,3214,54064,28115
1322,2021-07-14T00:00:00,62960,1072,11125,10755
1323,2021-07-14T00:00:00,62963,40,529,744
1324,2021-07-14T00:00:00,62964,123,1454,1168
1325,2021-07-14T00:00:00,62965,9,89,95
1326,2021-07-14T00:00:00,62966,1507,24470,15049
1327,2021-07-14T00:00:00,62967,37,333,242
1328,2021-07-14T00:00:00,62969,33,479,438
1329,2021-07-14T00:00:00,62970,58,493,685
1330,2021-07-14T00:00:00,62972,107,1906,958
1331,2021-07-14T00:00:00,62974,138,1402,1653
1332,2021-07-14T00:00:00,62975,19,346,169
1333,2021-07-14T00:00:00,62976,43,554,402
1334,2021-07-14T00:00:00,62977,62,716,754
1335,2021-07-14T00:00:00,62979,113,1333,1020
1336,2021-07-14T00:00:00,62982,166,3431,877
1337,2021-07-14T00:00:00,62983,157,2017,1476
1338,2021-07-14T00:00:00,62984,157,1732,1673
1339,2021-07-14T00:00:00,62985,84,1354,610
1340,2021-07-14T00:00:00,62987,100,1572,1494
1341,2021-07-14T00:00:00,62988,115,1810,1444
1342,2021-07-14T00:00:00,62990,77,800,1036
1343,2021-07-14T00:00:00,62992,221,2502,751
1344,2021-07-14T00:00:00,62994,87,1151,678
1345,2021-07-14T00:00:00,62995,746,42453,6034
1346,2021-07-14T00:00:00,62996,69,483,520
1347,2021-07-14T00:00:00,62997,45,1090,617
1348,2021-07-14T00:00:00,62998,35,448,316
1349,2021-07-14T00:00:00,62999,142,1855,1771
